first_cat,second_cat,titles,product_link,pictures,prices,nb_votes,votes
Animalerie,Alimentation,DOG CHOW Chien Complet Croquettes avec du Poulet pour Chien Adulte 14 kg,https://www.amazon.fr/Dog-Chow-Complet-Croquettes-Poulet/dp/B00QFMGDHQ/ref=zg_bs_g_92039525031_d_sccl_11/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/818mVMdSLbL._AC_UL900_SR900,600_.jpg",35.99,581,4.5
Animalerie,Alimentation,WHISKAS Repas pour Chat - 40 Sachets Fraîcheur - Tasty Mix Sélection du Chef (4 variétés) - Pâtée pour Chat Adulte en Sauce – Nourriture Humide Complète & Equilibrée,https://www.amazon.fr/WHISKAS-Repas-pour-Chat-Nourriture/dp/B0BPDNBYQY/ref=zg_bs_g_92039525031_d_sccl_12/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71ft3xoMmVL._AC_UL900_SR900,600_.jpg",16.99,512,4.6
Animalerie,Alimentation,"Edgard & Cooper Croquettes Chat Stérilisé, Adulte, (Poulet, 2kg), Viande fraîche et protéines de qualité, Vrais ingrédients pour Chat, croquettes pour Chat stérilisé et Actif",https://www.amazon.fr/Edgard-Cooper-Croquettes-Nourriture-Alimentation/dp/B0B7KB9S8L/ref=zg_bs_g_92039525031_d_sccl_13/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71pj+E8WvIL._AC_UL900_SR900,600_.jpg",22.99,481,4.4
Animalerie,Alimentation,PURINA PRO PLAN | Medium Adult 1+ Everyday Nutrition | Riche en Poulet | Croquettes | Chien | Sac de 14kg,https://www.amazon.fr/Pro-Plan-Medium-Optibalance-Poulet/dp/B00Y9SSYJS/ref=zg_bs_g_92039525031_d_sccl_14/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81mvC0YnAFL._AC_UL900_SR900,600_.jpg",51.99,2210,4.6
Animalerie,Alimentation,"Marque Amazon - Lifelong - Aliment pour chat adultes stérilisés sans céréale, élaboré avec de la viande fraîche de poulet - 3 kg",https://www.amazon.fr/Lifelong-Aliment-adultes-st%C3%A9rilis%C3%A9s-c%C3%A9r%C3%A9ale/dp/B07VQYLBJR/ref=zg_bs_g_92039525031_d_sccl_15/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/61UvJTgTttL._AC_UL900_SR900,600_.jpg",22.2,4828,4.4
Animalerie,Alimentation,"FELIX Tendres Effilés en Sauce | Chat Adulte | Sélection de Bœuf, Poulet, Canard et Agneau | Lot de 12 x 85 g | Sachet fraicheur",https://www.amazon.fr/Felix-Friandises-Adulte-Poulet-Agneau/dp/B086VPZJ9G/ref=zg_bs_g_92039525031_d_sccl_16/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71ZoJE3-TXL._AC_UL900_SR900,600_.jpg",4.97,678,4.5
Animalerie,Alimentation,"ARQUIVET Foin pressé 1 Kg pour rongeurs et petits mammifères - Herbe pour rongeurs - Complément alimentaire pour rongeurs - Lapins, cobayes, hamsters, écureuils",https://www.amazon.fr/ARQUIVET-press%C3%A9-rongeurs-petits-mammif%C3%A8res/dp/B01G7G8VVK/ref=zg_bs_g_92039525031_d_sccl_17/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71c9417i8AL._AC_UL900_SR900,600_.jpg",3.79,822,4.3
Animalerie,Alimentation,"Ultima Croquettes pour Chien Medium-Maxi Light Poulet Riz, 7.5 kg (Lot de 1)",https://www.amazon.fr/Ultima-Croquettes-Chien-Medium-Maxi-Poulet/dp/B00KPWW51A/ref=zg_bs_g_92039525031_d_sccl_18/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81efvuGQoGL._AC_UL900_SR900,600_.jpg",21.66,667,4.6
Animalerie,Alimentation,"Marque Amazon - Lifelong - Complete Croquettes complètes pour chats adultes, au Saumon & riz, 1 x 10 kg",https://www.amazon.fr/Marque-Amazon-Complete-Croquettes-compl%C3%A8tes/dp/B07HBGT7B5/ref=zg_bs_g_92039525031_d_sccl_19/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81JcbkWAN1L._AC_UL900_SR900,600_.jpg",21.04,548,4.4
Animalerie,Alimentation,Nature's Variety Selected - Croquettes pour Chats Adultes Stérilisés - Sans céréales - avec du Poulet élevé en plein air déssossé - 3kg,https://www.amazon.fr/Natures-Variety-Selected-Croquettes-St%C3%A9rilis%C3%A9s/dp/B08Y73NM8N/ref=zg_bs_g_92039525031_d_sccl_20/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81MLo7ngKzL._AC_UL900_SR900,600_.jpg",27.99,4562,4.4
Animalerie,Alimentation,Advance Veterinary Diets Urinary - Croquettes pour Chats pour la Protection de l'appareil urinaire - 8kg,https://www.amazon.fr/Advance-Veterinary-Diets-Croquettes-Urinaires/dp/B0041M1NQ8/ref=zg_bs_g_92039525031_d_sccl_21/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81tYmBdMwOL._AC_UL900_SR900,600_.jpg",52.99,3048,4.6
Animalerie,Alimentation,"PURINA ONE DualNature Natural Defense Croquettes au Bœuf pour Chats Adultes Stérilisés | Sac de 1,4kg",https://www.amazon.fr/One-Croquettes-Boeuf-Chat-st%C3%A9rilis%C3%A9/dp/B07SPBK82K/ref=zg_bs_g_92039525031_d_sccl_22/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/91fjnjIVW0L._AC_UL900_SR900,600_.jpg",7.19,467,4.5
Animalerie,Alimentation,Aime - Nourriture pour oiseaux - Graines pour oiseaux du ciel et de Jardin - Graines de tournesol - Nourriture Respectueuse de l'environnement - Sac de 1 Kg,https://www.amazon.fr/AGROBIOTHERS-Nourriture-Tournesol-Oiseaux-Ciel/dp/B00F5RPFJO/ref=zg_bs_g_92039525031_d_sccl_23/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71fK6g5y6KL._AC_UL900_SR900,600_.jpg",3.06,2054,4.3
Animalerie,Alimentation,"Purina One - Aliment Spécial au Cabillaud/Truite à l'Appétit Difficile pour Chat 1,5 Kg",https://www.amazon.fr/PURINA-ONE-lAppetit-Difficile-Cabillaud/dp/B08C82SDGY/ref=zg_bs_g_92039525031_d_sccl_24/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81gXBpqWPvL._AC_UL900_SR900,600_.jpg",7.93,586,4.6
Animalerie,Alimentation,Tetra Goldfish - Aliments Premium Complet pour tous les Poissons Rouges - Favorise la Croissance la santé et la Longévité - Renforce la Couleur- en granulés - 250 ml (L'emballage peut varier),https://www.amazon.fr/Tetra-Goldfish-Aliments-Croissance-Long%C3%A9vit%C3%A9/dp/B00965GXT2/ref=zg_bs_g_92039525031_d_sccl_25/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/61QCi2ytOlL._AC_UL900_SR900,600_.jpg",4.49,4921,4.6
Animalerie,Alimentation,PURINA ONE Chat à l'Appétit Difficile Effilés en Sauce Saveurs Assortis Poulet & Boeuf et Dinde & Canard | Sachets Repas pour Chat Adulte | 4 x 85g,https://www.amazon.fr/One-Haricots-Chat-lApp%C3%A9tit-Difficile/dp/B08C82SG9M/ref=zg_bs_g_92039525031_d_sccl_26/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81cFJHhkoxL._AC_UL900_SR900,600_.jpg",2.94,531,4.5
Animalerie,Alimentation,WHISKAS Repas pour Chaton - 48 Sachets Fraîcheur (Lot de 4 Packs 12x85g) - Festins à la Volaille (4 variétés) - Pâtée pour Chat Junior en Gelée. Nourriture Humide Complète pour une Croissance Saine,https://www.amazon.fr/WHISKAS-Repas-pour-Chaton-Nourriture/dp/B0BPDLQHYW/ref=zg_bs_g_92039525031_d_sccl_27/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71KD1aYfVjL._AC_UL900_SR900,600_.jpg",22.2,1246,4.7
Animalerie,Alimentation,"by Amazon - Croquettes complètes pour chien adulte riche en agneau et riz, 5kg, lot de 1",https://www.amazon.fr/Marque-Amazon-Solimo-Croquettes-compl%C3%A8tes/dp/B07GG2Z566/ref=zg_bs_g_92039525031_d_sccl_28/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/61JUpVMSEkL._AC_UL900_SR900,600_.jpg",7.68,6894,4.1
Animalerie,Alimentation,"GOURMET PERLE | Adulte Chat | Les Filettines En Sauce | Bœuf, Poulet, Lapin, Saumon | 60 x 85 g | Sachet fraicheur",https://www.amazon.fr/GOURMET-Filettines-Poulet-Saumon-60x85g/dp/B01MFDF226/ref=zg_bs_g_92039525031_d_sccl_29/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71AUNaEdxOL._AC_UL900_SR900,600_.jpg",36.83,6973,4.6
Animalerie,Alimentation,"by Amazon Aliment Complet Pour Chiens Adultes, Sélection à la Viande en Sauce, 4.8 kg, 48 lot de 100g",https://www.amazon.fr/Amazon-Lifelong-Aliment-adultes-S%C3%A9lection/dp/B0958BDB5C/ref=zg_bs_g_92039525031_d_sccl_30/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/616nCQ1rIUL._AC_UL900_SR900,600_.jpg",19.89,5060,4.4
Animalerie,Alimentation,"FELIX Soup Original | Chat Adulte | Sélection de Bœuf, Poulet et Agneau | Lot de 8 | 6 x 48 g | Soupe en Sachet",https://www.amazon.fr/Original-Adulte-S%C3%A9lection-Poulet-Agneau/dp/B086VQ8V31/ref=zg_bs_g_92039525031_d_sccl_31/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81b0OBiBRdL._AC_UL900_SR900,600_.jpg",17.52,474,4.7
Animalerie,Alimentation,PURINA PRO PLAN | Adult 1+ Light/Sterilised | Riche en Poulet | Croquettes | Chien| Sac de 7kg,https://www.amazon.fr/Pro-Plan-Sterilised-Optiweight-Poulet/dp/B0117EBYJS/ref=zg_bs_g_92039525031_d_sccl_32/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81CKOdXFWhL._AC_UL900_SR900,600_.jpg",38.99,1647,4.6
Animalerie,Alimentation,Eukanuba Chien Nourriture sèche Berger Allemand Poulet 12kg,https://www.amazon.fr/Eukanuba-Nourriture-chien-Berger-allemand/dp/B0015PZ7WK/ref=zg_bs_g_92039525031_d_sccl_33/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81pwDKIF2tL._AC_UL900_SR900,600_.jpg",44.64,3550,4.5
Animalerie,Alimentation,Sheba Sauce Collection Sachets fraîcheur Nourriture humide Sélection aux poissons pour chat adulte 4 variétés 40x85g,https://www.amazon.fr/Collection-fra%C3%AEcheur-Nourriture-S%C3%A9lection-poissons/dp/B0CNTBPNB7/ref=zg_bs_g_92039525031_d_sccl_34/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/61DAUTuJRRL._AC_UL900_SR900,600_.jpg",22.52,173,4.4
Animalerie,Alimentation,"BEAPHAR – CARE+ – Alimentation Super Premium extrudée pour lapin – 25% de fibres – Appétent, sans sucre ajouté ni colorant– Haute digestibilité – Participe à l’usure naturelle de dents – 1,5 kg",https://www.amazon.fr/BEAPHAR-Alimentation-colorant-digestibilit%C3%A9-Participe/dp/B00477RQA4/ref=zg_bs_g_92039525031_d_sccl_35/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81q913kJYlL._AC_UL900_SR900,600_.jpg",12.59,1296,4.6
Animalerie,Alimentation,"EUKANUBA - Croquettes Premium Chat Stérilisé ou en Surpoids – Adulte, Senior – Alimentation Complète et Equilibrée - Riche en Riz - Au Poulet Frais – Sans OGM, Sans Blé - Sac refermable – 10kg",https://www.amazon.fr/Eukanuba-Croquettes-pour-st%C3%A9rilis%C3%A9-surpoids/dp/B009E6VP1Y/ref=zg_bs_g_92039525031_d_sccl_36/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81LyhGZoH1L._AC_UL900_SR900,600_.jpg",44.09,918,4.4
Animalerie,Alimentation,"Edgard & Cooper Pâté Pour Chien, (Dinde & Poulet, 400g x 6), Sans Céréales, Viande fraîche et protéines de qualité, Vrais ingrédients pour chiens, Hypoallergénique, Sans sucres ajoutés",https://www.amazon.fr/Edgard-Cooper-Nourriture-Alimentation-Savoureuse/dp/B086KWJY7G/ref=zg_bs_g_92039525031_d_sccl_37/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/61C6zx2VeRL._AC_UL900_SR900,600_.jpg",22.74,288,4.4
Animalerie,Alimentation,Sheba LES DOMES DE SHEBA 32 x 60g Les Filets Au Poulet et Thon MSC,https://www.amazon.fr/Sheba-Domes-Filets-Nourriture-humide/dp/B09DHTWQ25/ref=zg_bs_g_92039525031_d_sccl_38/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/61SdNKxurHL._AC_UL900_SR900,600_.jpg",49.99,500,4.6
Animalerie,Alimentation,WHISKAS Repas pour Chat - 48 Sachets Fraîcheur (Lot de 4 Packs 12x85g) - Poissons Favoris (4 variétés) - Pâtée pour Chat Adulte en Gelée,https://www.amazon.fr/WHISKAS-Repas-pour-Chat-Fra%C3%AEcheur/dp/B0BPDCPLNP/ref=zg_bs_g_92039525031_d_sccl_1/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71OikUrYIxL._AC_UL900_SR900,600_.jpg",20.76,299,4.6
Animalerie,Alimentation,"Advance Veterinary Diets Weight Balance - Croquettes pour Chats avec des Problèmes de surcharge pondérale - 1,5kg",https://www.amazon.fr/Advance-Veterinary-Diets-Balance-Croquettes/dp/B07KR4XWZ8/ref=zg_bs_g_92039525031_d_sccl_2/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71QaEDqUNyL._AC_UL900_SR900,600_.jpg",18.99,1773,4.6
Animalerie,Alimentation,"Wellness Core Original Stérilisé, Croquettes pour Chat Stérilisé, Naturelles et Sans Céréales, Poulet/Dinde, 4 kg",https://www.amazon.fr/WELLNESS-CORE-St%C3%A9rilis%C3%A9-Croquettes-Naturelles/dp/B08YGFWJBV/ref=zg_bs_g_92039525031_d_sccl_3/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/51bTf2n0EkL._AC_UL900_SR900,600_.jpg",37.49,1929,4.4
Animalerie,Alimentation,TETRA Guppy - Aliment Complet pour les Guppies - 250ml,https://www.amazon.fr/Tetra-Guppy-Aliment-Complet-Guppies/dp/B000XACAP0/ref=zg_bs_g_92039525031_d_sccl_4/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/716MHmKToHL._AC_UL900_SR900,600_.jpg",8.49,5441,4.7
Animalerie,Alimentation,DOG CHOW Chien Sensitive Croquettes avec du Saumon pour Chien Adulte 14 kg,https://www.amazon.fr/Dog-Chow-Sensitive-Croquettes-Saumon/dp/B00O4BBNG6/ref=zg_bs_g_92039525031_d_sccl_5/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71VErHFhboL._AC_UL900_SR900,600_.jpg",40.9,1076,4.4
Animalerie,Alimentation,PURINA PRO PLAN | Sterilised Adult 1+ OptiRenal | Riche En Lapin | Croquettes | Chat | Sac de 3kg,https://www.amazon.fr/Pro-Plan-Sterilised-Croquettes-Adulte/dp/B009FYIBM6/ref=zg_bs_g_92039525031_d_sccl_6/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81v2m0PlxZL._AC_UL900_SR900,600_.jpg",28.99,557,4.6
Animalerie,Alimentation,GOURMET REVELATIONS | Mousseline Au Poulet Et Au Bœuf Nappée De Sauce | Portions Repas Pour Chats Adultes | 48 x 57 g,https://www.amazon.fr/PURINA-GOURMET-REVELATIONS-Mousseline-Poulet/dp/B08R49ZHYQ/ref=zg_bs_g_92039525031_d_sccl_7/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81a89Y0L3gL._AC_UL900_SR900,600_.jpg",31.99,1535,4.6
Animalerie,Alimentation,PURINA ONE Junior Effilés en Sauce Saveurs Assortis Saumon et Poulet pour Chatons | Sachets Repas 8 x 85g,https://www.amazon.fr/Effil%C3%A9s-Saveurs-Assortis-Chatons-Sachets/dp/B0BN7ZRM22/ref=zg_bs_g_92039525031_d_sccl_8/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/719CteAVokL._AC_UL900_SR900,600_.jpg",4.64,215,4.7
Animalerie,Alimentation,"Applaws Complete Natural Croquettes pour Chat Sans Grain avec Supplément D'agneau pour Chats Adultes - Sac Refermable de 7,5 kg",https://www.amazon.fr/Applaws-Poulet-Canard-Croquette-pour/dp/B017IOW54E/ref=zg_bs_g_92039525031_d_sccl_9/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81knjEyDdML._AC_UL900_SR900,600_.jpg",57.36,11694,4.4
Animalerie,Alimentation,TYROL Melange Standard ODC 1KG,https://www.amazon.fr/TYROL-Melange-Standard-ODC-1KG/dp/B0CCYVCHSK/ref=zg_bs_g_92039525031_d_sccl_10/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71UMQilBEbL._AC_UL900_SR900,600_.jpg",4.09,122,4.4
Animalerie,Alimentation,"Advance Veterinary Diets Gastroenteric Sensitive - Croquettes pour Chats avec des Troubles gastro-intestinaux - 1,5kg",https://www.amazon.fr/Advance-Feline-Gastro-Sensitive/dp/B01CUWLU18/ref=zg_bs_g_92039525031_d_sccl_11/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/714ECzVREmL._AC_UL900_SR900,600_.jpg",16.49,2011,4.5
Animalerie,Alimentation,TETRA - Gammarus - Complément Alimentaire Naturel - Pour Tortues d'Eau - Avec Couvercle Doseur - 1 Litre,https://www.amazon.fr/Tetra-Gammarus-Aliment-Crevettes-s%C3%A9ch%C3%A9es/dp/B000XAE9CM/ref=zg_bs_g_92039525031_d_sccl_12/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81iISRCV0AL._AC_UL900_SR900,600_.jpg",14.59,2086,4.7
Animalerie,Alimentation,PEDIGREE Repas pour Chien - 48 Sachets Fraîcheur (Lot de 4 Packs 12x100g) - Pâtée pour Chien en Gelée - Boeuf / Volaille / Agneau / Poulet - Nourriture Complète & Equilibrée avec Ingrédients Naturels,https://www.amazon.fr/Pedigree-Sachets-Fra%C3%AEcheur-Gel%C3%A9e-Chien/dp/B01J9TKJSK/ref=zg_bs_g_92039525031_d_sccl_13/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/716nIMPgeSL._AC_UL900_SR900,600_.jpg",23.4,582,4.7
Animalerie,Alimentation,"Eukanuba - Croquettes pour chiot de Grande Race - 100% complet et équilibré ; Sans arôme artificiel ajouté, colorant artificiel ; Riche en poulet - calcium fibres FOS DHA – sac fermable de 15kg",https://www.amazon.fr/Eukanuba-Croquettes-chiot-Grande-Poulet/dp/B0015PZ3RY/ref=zg_bs_g_92039525031_d_sccl_14/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71icbQphiRS._AC_UL900_SR900,600_.jpg",50.99,4561,4.3
Animalerie,Alimentation,Ultima Croquettes pour Chat Stérilisé Adult avec du Poulet - 10kg,https://www.amazon.fr/Ultima-Croquettes-St%C3%A9rilis%C3%A9-Adult-Poulet/dp/B0CQKCX3J5/ref=zg_bs_g_92039525031_d_sccl_15/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/71xT7Q4qfbL._AC_UL900_SR900,600_.jpg",40.99,496,4.8
Animalerie,Alimentation,"GOURMET Gold Les Mousselines : Lapin, Bœuf, Veau, Agneau - Pack 96x85g",https://www.amazon.fr/GOURMET-Gold-Noisettes-Dinde-Canard-Saumon-Poulet/dp/B08K3MCHTR/ref=zg_bs_g_92039525031_d_sccl_16/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81J8Z2WHluL._AC_UL900_SR900,600_.jpg",49.99,651,4.6
Animalerie,Alimentation,Sera - Reptil Professional - Nourriture pour reptiles herbivores - 1 x 330g,https://www.amazon.fr/SERA-Reptil-Professional-Nourriture-herbivores/dp/B0046S94IQ/ref=zg_bs_g_92039525031_d_sccl_17/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81DefiAvr8L._AC_UL900_SR900,600_.jpg",17.97,3826,4.5
Animalerie,Alimentation,PURINA PRO PLAN | Medium Puppy <1 Healthy Start | Riche en Poulet | Croquettes | Chiot | Sac de 12kg,https://www.amazon.fr/Pro-Plan-Medium-Optistart-Poulet/dp/B00Y9SSI6C/ref=zg_bs_g_92039525031_d_sccl_18/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/719aRj7YPLL._AC_UL900_SR900,600_.jpg",52.49,1891,4.6
Animalerie,Alimentation,Eukanuba Chien Adulte Nourriture sèche Pour Grande Race Agneau&Riz 12kg,https://www.amazon.fr/Eukanuba-Croquettes-Adulte-Grande-AgnEau/dp/B00B7GOIP4/ref=zg_bs_g_92039525031_d_sccl_19/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81emqgBCnmL._AC_UL900_SR900,600_.jpg",43.11,2475,4.4
Animalerie,Alimentation,TETRA - ReptoMin Sticks - Aliment Pour Tortues d'Eau Complet en Sticks - Hautement Digestible - 1 Litre,https://www.amazon.fr/Tetra-ReptoMin-Granul%C3%A9s-Equilibr%C3%A9s-Croissance/dp/B000LXUXNU/ref=zg_bs_g_92039525031_d_sccl_20/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/81PMBF9eD+L._AC_UL900_SR900,600_.jpg",12.99,3652,4.6
Animalerie,Alimentation,"MjAMjAM - nourriture humide premium pour chiens - poulet juteux avec canard tendre sur carottes et millet bouilli, pack de 6 (6 x 400 g), sans céréales avec un supplément de viande",https://www.amazon.fr/MjAMjAM-savoureuse-Poulet-Carotte-gekochter/dp/B07D4TBT8Q/ref=zg_bs_g_92039525031_d_sccl_21/259-2985209-3116263?psc=1,"https://images-eu.ssl-images-amazon.com/images/I/61ujOfUXbBL._AC_UL900_SR900,600_.jpg",18.1,5865,4.2
